row_id,wallet,canonical_lock_hash,dataset_version,collection_state,sampling_stratum,lifetime_tx_count,legacy_proxy_label
884,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqv7vnn4a83fkxlf3vdcyjqns8e4dcuv5msj4lqye,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
885,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqv85ky4t9dc7w6j6v8cnphv5fw0ndftk0schx40p,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
886,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqv88gk7fe8lhe8j76cam2f89eqswh6u57gl48ed8,,ckb-behaviour-dataset-v1,COMPLETE,5000+,26276,bot_like
887,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqv8cuf7vzh62m9gwyv59lzha9nx6ar5d9qqkp5em,,ckb-behaviour-dataset-v1,COMPLETE,5000+,301911,bot_like
888,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqv8ejrmt8xqzuql29z9f0n3w0hsth3us3qyhqspl,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1525,bot_like
889,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqv8hw3zvw4z7mjvl56keltl6mkw3ggrl7gvgwty2,,ckb-behaviour-dataset-v1,COMPLETE,51-200,190,
890,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqv8mt7uj0ynsd25vlufex6xm5czh04nglsd68gcc,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
891,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqv8yreznvv7falyl3sk08l74zh6aj9u9hsrpfysy,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
892,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqv98zwvdlfvcwhppy75jcs0u8566vupxzs735ggx,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
893,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqv9ft027uv84z4nc4wsgwl32u6ex4e4qsscccscx,,ckb-behaviour-dataset-v1,COMPLETE,5000+,121508,bot_like
894,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqv9hhmy8u8z5xeay9r56pp3akjdmmannxqx3n837,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
895,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqv9q7ytwr9dncyftpv8fetndn3hr5r4yygghtd9m,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
896,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqv9vq2saz7l7g6kuu2zz7ufndw3u69fmtc5vm26p,,ckb-behaviour-dataset-v1,COMPLETE,11-50,28,human_like
897,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqv9vxgmpvg55u2p84e8xerreq8kg4lf4ugyddftc,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1449,bot_like
898,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqva6slkwzalfalw2gl7cawxfkx3s2dt8tq3zqy53,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
899,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqva9566fj9hm2ndxqu36cdj674xcclu07cpf487z,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
900,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvac5x8rl5h5ha25vngn064x44uep988tgt5sz7p,,ckb-behaviour-dataset-v1,COMPLETE,51-200,64,human_like
901,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvcd7tpxv7lhxe3zun7m8x0fatpmpujtlc8yc7ha,,ckb-behaviour-dataset-v1,COMPLETE,1-10,8,human_like
902,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvdd6sal6kly783vvjjs7z67v96lrelzss078v03,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
903,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvde0h8xdeqmmvrxqsjqf8pl9kjltjsupsfxlpgt,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
904,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvdgqvpj9x7kqd6xsveqgm3vywky652n7gmm522p,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
905,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvdqgkhnpxh6ccf7k2e79yp469ktvc5uwgxjwky2,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
906,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvdsgte9pkmratzhwchaanuuvhvmd3pp9cfvddsg,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
907,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvdu4tnf9uueqjdd4k57c8hh5g458jlvlsk90qe4,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
908,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvdu6azqm97z3nfv9r2zs0q9m9jedf4z0qllxwrl,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
909,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvdzl6lke4a3epsg4pt8xm024zlth6prushfxpta,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
910,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvefzf0avujau9vy9yg22xedwqu5hv939gyswlfx,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
911,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvehcws3ggwuk35js8qz299pmtd20ppvmg5ksx6t,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
912,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvekrxvp6q8v4lr3ej65u0q4qu3sj8yknqq7f5d0,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
913,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvexj5d7mdsfuygtynap2q7lcqlhr6kdagauegxm,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
914,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvffvgnjm9sgxvvs84v5fwddr9xx8y47ccf90tv3,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
915,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvgqh40v2g5ps3rann79tvw9gq6ewrft7gp909qk,,ckb-behaviour-dataset-v1,COMPLETE,5000+,1946582,bot_like
916,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvgs2zwsg0u7peqkmhscsnwszh54sdqs6sjkt9mp,,ckb-behaviour-dataset-v1,COMPLETE,1-10,1,human_like
917,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvh639mn84vea2mr46k5rqrvfq6zg6h4mqaxt69f,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
918,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvh96uwpjsghcyeuedp0wmt5k8nzc0gwjqfr5qu7,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
919,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvhl5ywzxe4tpun3frshvq34p7rlh356sq0sx2vd,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
920,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvhrfezapvnxmakv6relqsjugjyeccwwaqz6drgw,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
921,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvjpnzdqgz2pqdmn72qmm3wus9je59wheqangdzf,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
922,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvjvfddqll5qztlccn06gs02ske0yc68esgdkxfp,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
923,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvjzc76tmx2q85dz9l660n2625wnk6vngga7rpqc,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1490,bot_like
924,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvkdvwnt7g07cavxzwdpc6rhyz9dpje6zgyldedd,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
925,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvknttjvpk89lj2c9ykxvethuaft52j3fs9df6l3,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
926,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvkt2ql6y7gdn7dsh0txtwkluf8n57tadgdmaj8h,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
927,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvkxl5y7fzw25kenl7zsh5u5f8yjww5juc69llx3,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
928,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvkzgznnkkedc0yda0qvv3r29vmzd3690cgu4u3m,,ckb-behaviour-dataset-v1,COMPLETE,5000+,37841,bot_like
929,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvlcdffkdyex0tne4f4n70uk8hxck6c6vgc3z537,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
930,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvm6tkktx0zr8tcgrs739vg8ud98t9lejq2dwjdl,,ckb-behaviour-dataset-v1,COMPLETE,1-10,10,human_like
931,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvmjk724y9qgf30ccu4zqd5aktvd4e8hcq3r3exj,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
932,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvmmkpv65ayqg2c6ezrf2644lcfqe4vjng0qv493,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1158,bot_like
933,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvn87j7a9sndal6f0rv6ny34z7s7mcvypg5qhygq,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
934,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvnz75wpz7kgfy6kmvukhlfmpkmg2kd2zgtuhp4d,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,2568,bot_like
935,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvp8xhg5clq467hh46ucqyj3ewsz8ym6hcgnrf4z,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
936,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvpgseqcuuk9dl4s3rp7x0vehjyj3hjwuq5d67zk,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,201-500,444,
937,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvq6ve8a90spwj33sdl7rtus9w5e0an4cc83el7m,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
938,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvqevkva6q9gvagkzskxae5wn2t9xn5ygcvhdm4e,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
939,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvqjuupm239tnfp88qrra95336xzvm4dtqpxss5m,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,3046,bot_like
940,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvqt5lc9tlz527sfaf9k75eec0p3hf5epqqkr4vs,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
941,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvr80zsu7n0h6vp7kp2cq2a7hn2ar7vsxcyxp2ax,,ckb-behaviour-dataset-v1,COMPLETE,1-10,8,human_like
942,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvrelwpst7phkr5npz98wwxxv2te6yg7rsqs8arn,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
943,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvs3zzveq452hhguh3ac42r07s6r738lxc675d2w,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,1001-5000,1242,bot_like
944,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvss99tctqyhtmpyvlkc83mh207z25hw3q969vuh,,ckb-behaviour-dataset-v1,COMPLETE,1-10,3,human_like
945,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvtd053tgl4c6dcn4qe70nvyygkmh2llwgesskle,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
946,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvtdygskru5q65j5d3juvhf4mt9px5aewsvuteqn,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
947,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvtfx52pmwvmnlxc89ahpga6w6rk8r69xgmnsu28,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
948,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvtz2k5ypztygpqla0yxjn4zgac9arunacypqlcy,,ckb-behaviour-dataset-v1,COMPLETE,1-10,1,human_like
949,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvu4vva27ejspmqt30kg7zld29xznhxvwc5zpfpf,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
950,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvuh8nmuphsgaua6g0usmlknkk98gu4lhcmpyhsp,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
951,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvv32llhpulswvdp6kuf95k7kq0zdvj7tc8jqev7,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
952,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvv8g7vdgef7uzvvd8d4e0rd8fv55vrr6qw8m74r,,ckb-behaviour-dataset-v1,COMPLETE,1-10,1,human_like
953,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvva6zmstttmwvat2uw3k057rgnv5t3hts4vk7tv,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
954,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvvchzc8yxvnsrkmuncs6gvgdp4qemefwck97ulz,,ckb-behaviour-dataset-v1,COMPLETE,5000+,14180,bot_like
955,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvvlm7uccuwt0shwln4mp4xnetf24h3h4sezvcyk,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,501-1000,947,
956,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvvs2tgunjtmaazu0zajdrvfhnjgmrxrtgxy3wee,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
957,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvw9pcxc3wfn4nel067qpwmr5yeekfh8zqyzk3aa,,ckb-behaviour-dataset-v1,COMPLETE,11-50,33,human_like
958,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvwl42mn75qtakq62dsx96gtfy76rdchhsd37u49,,ckb-behaviour-dataset-v1,COMPLETE,51-200,92,
959,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvwmm3x88zdyt3hxuml03ezagaazxan73gxq5khl,,ckb-behaviour-dataset-v1,COMPLETE,1-10,4,human_like
960,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvwwjyy2ue6h3cg9yf6k07c4u5mlsep05s3evt90,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
961,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvx0mstg9aqgrgvsqnrqd4ekwcthk0pfpqkaq02f,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
962,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvxfn4dw95uwpq972rjvvkzc44c0hxltkghsrja0,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
963,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvy6p5scn5xvswncwlzpfhap4prkxracucm68kwj,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
964,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvy7kcd79as6em28rtmg777va2j349a3ycz75qyg,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
965,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvyeguxz4y45vydqtdrvz6xz43tlcdc7acjhkesk,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
966,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvyj2r4yc3a4cch60f6xdk37zuyvhfm30gnzj3gx,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1405,bot_like
967,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvyr68dt8fqa0hhchdhkmtnv8s79dvuagswd5385,,ckb-behaviour-dataset-v1,COMPLETE,5000+,267580,bot_like
968,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvywhujlcxgs2glnv60xj83vzczrewnmcq7zy8t8,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1132,bot_like
969,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqvzfcj3jtlhzyuu4s5frtv9d3r7mexqhnclvhwkr,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
970,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw03umm725psj3hjlkwv7zzwnnvzvtmzzc6g6x34,,ckb-behaviour-dataset-v1,COMPLETE,11-50,45,human_like
971,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw0dr0ghl76nf5xkw6lx0lxm032kw2jwwq6lnmhx,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,bot_like
972,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw0fl5ypcu4t23ec5rzkyhfgwjnxu6rasc6srlcl,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
973,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw0jcjwc83kxxqhrp7yzpyxvgckp24fwwse0q0rk,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
974,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw0kyehc00l04ru5dldfhhtalx43fe9ppsdzgzgz,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
975,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw20ylwscm8q35fdgh6vvl0mjpmg4p3macchmmr6,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
976,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw24xn0tc4wjrun2gtdu7c092jqk98cl4gcazzl2,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,2266,bot_like
977,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw25a63jaehqxerg5z263nfp6s3dljrntgwkkw4h,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,51-200,52,
978,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw2qmgk7tphggddk6mavjxzxhlaguum7ds7c7t8q,,ckb-behaviour-dataset-v1,COMPLETE,501-1000,741,
979,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw35ntna3rkqcmgextlmp8pfwnmcxlafeqh6ry93,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
980,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw4d5dwu9ayluhs9tkc2drt0c935ct0x5cttc522,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
981,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw4g46tafl6ct8c8t34y672p434zdhn8xq6a2psy,,ckb-behaviour-dataset-v1,COMPLETE,11-50,14,human_like
982,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw4h8l5zpl0tyey72702jlhg007u3nragstsf26n,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
983,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw4k0cfcpvzekpmze0czdkzpxqf4dgqaycetlmuf,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,bot_like
984,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw4klymd5zxdtersxfu8wafdq803fudg7qpp9dz7,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
985,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw4masztz302vmjlz02qkdx0u2h77v52jswycyu5,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,1001-5000,1452,bot_like
986,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw4xpk4t3688duglxp0xvupwfj9u4y20rc5xvtlj,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
987,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw4z50cyvxxvvnt8akzu07gn8agqvlx5js7pep0j,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,bot_like
988,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw55e3a0nd8dflp7ew8km8njxh3mp57e6qp75cau,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1800,bot_like
989,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw5lewnq2e8cv8kmsye0k5z6jlnhrs5pdgfzkhzy,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1145,bot_like
990,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw5pyla7y2d5y6dy2jxlj03c4p76ahmnhc0j4ars,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
991,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw5rj262huu0sgcnq38shahvee2qpuuvtg8rve95,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
992,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw665xuq56xz04qvkwaw304fyyt2ng6u8sxapmgw,,ckb-behaviour-dataset-v1,COMPLETE,1-10,7,human_like
993,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw6hjwylgj9pw0ae8pw0ctke60jpqw6f6slep8r3,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
994,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw6pm0xlgq3kdfmf29zqd9yfpd8q2g6duqjl7wqm,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
995,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw6sushnyawdllx7u6pgsf6vdtv90d3v2c6scl6v,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
996,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw6ujq2qpcu7m6rmwt276sq275wpagjkhquf7rhu,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1330,bot_like
997,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw70980sa70epqpxnhawt4ek50d7t99augeehwa4,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
998,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw76vqq45434vph49vkxl406cp95886x2g79zp4d,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
999,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw77m33spsnxcm6zsl9cuaaj8uzpkc46vc6w8y87,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
1000,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw7fspuj5ny44ce32pp8lvgjqw90uekrjcg8usv9,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
1001,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqw827vkp4zln5plmzzktcymdr0ec8aqhpc4sr8d5,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,3315,bot_like
